                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.48278,                0.43672,                0.91949,                0.80551,                0.85345,                0.84286,                0.75764,                0.48004,                0.66658,                0.91632,              0.0004754,              0.0004754,              0.0004754
                    157,                0.49014,                0.42524,                0.90885,                0.83012,                 0.8404,                0.85109,                0.76319,                0.48482,                0.58512,                0.92028,              0.0004655,              0.0004655,              0.0004655
                    158,                0.48116,                0.42655,                0.91699,                0.80901,                0.86431,                 0.8498,                0.76632,                0.48056,                 0.6136,                 0.9129,              0.0004556,              0.0004556,              0.0004556
                    159,                0.47764,                0.41376,                 0.9081,                0.81543,                 0.8613,                0.85049,                0.76953,                 0.4775,                0.61765,                0.91787,              0.0004457,              0.0004457,              0.0004457
                    160,                0.47446,                0.41238,                0.90742,                0.79862,                0.88528,                0.85329,                0.76809,                0.48338,                0.57029,                0.92014,              0.0004358,              0.0004358,              0.0004358
                    161,                0.47028,                 0.4064,                 0.9149,                0.81793,                0.84545,                0.85032,                 0.7698,                0.47298,                0.57841,                0.91131,              0.0004259,              0.0004259,              0.0004259
                    162,                0.48484,                0.43203,                0.91873,                 0.8262,                0.85253,                0.85058,                0.76774,                 0.4809,                0.61741,                0.91449,               0.000416,               0.000416,               0.000416
                    163,                0.47514,                0.42328,                0.90426,                 0.8257,                0.85657,                0.84949,                0.76767,                0.47978,                0.60538,                0.92181,              0.0004061,              0.0004061,              0.0004061
                    164,                0.47201,                0.43093,                0.90242,                0.83844,                0.83838,                0.84638,                 0.7625,                0.48837,                0.60034,                0.92193,              0.0003962,              0.0003962,              0.0003962
                    165,                0.48122,                0.41903,                0.91407,                0.85709,                0.81782,                0.85012,                0.76966,                0.47479,                0.60104,                0.91446,              0.0003863,              0.0003863,              0.0003863
                    166,                0.47108,                0.39808,                0.90695,                0.80898,                0.85986,                0.84777,                0.76504,                0.47774,                0.61077,                0.91427,              0.0003764,              0.0003764,              0.0003764
                    167,                0.48393,                0.42901,                0.90497,                0.83893,                0.82222,                0.84362,                0.75993,                0.48952,                0.59382,                0.92635,              0.0003665,              0.0003665,              0.0003665
                    168,                0.47294,                0.41486,                0.90919,                0.80933,                0.87465,                0.84715,                0.76346,                0.48146,                  0.593,                 0.9195,              0.0003566,              0.0003566,              0.0003566
                    169,                0.47531,                0.40375,                0.90712,                0.84208,                0.84025,                0.84946,                 0.7666,                0.47869,                0.59003,                0.91706,              0.0003467,              0.0003467,              0.0003467
                    170,                0.47038,                0.41067,                0.89763,                0.81175,                0.86243,                0.84975,                0.76618,                0.48051,                 0.6233,                0.91715,              0.0003368,              0.0003368,              0.0003368
                    171,                 0.4742,                0.41727,                0.90242,                0.80246,                0.86465,                0.84154,                 0.7615,                 0.4792,                0.62775,                0.91619,              0.0003269,              0.0003269,              0.0003269
                    172,                0.45351,                0.40816,                0.89077,                0.79905,                0.87159,                 0.8433,                 0.7598,                 0.4802,                0.61025,                0.91466,               0.000317,               0.000317,               0.000317
                    173,                0.47313,                0.40811,                0.90156,                0.82119,                0.85822,                0.84318,                0.76359,                0.47341,                0.61726,                0.91417,              0.0003071,              0.0003071,              0.0003071
                    174,                0.45741,                0.39939,                0.89411,                0.80599,                0.86061,                0.84146,                 0.7612,                0.48339,                0.60039,                0.92292,              0.0002972,              0.0002972,              0.0002972
                    175,                0.46169,                0.39156,                0.90123,                0.82284,                0.84646,                0.84464,                0.76638,                0.48353,                0.65737,                0.92161,              0.0002873,              0.0002873,              0.0002873
                    176,                0.46608,                0.40844,                0.90477,                0.82403,                0.84343,                 0.8467,                0.76877,                0.47637,                0.66907,                0.91768,              0.0002774,              0.0002774,              0.0002774
                    177,                0.47253,                0.41045,                0.91008,                0.83656,                0.84272,                0.84997,                0.76789,                0.48303,                0.61637,                0.91652,              0.0002675,              0.0002675,              0.0002675
                    178,                0.45928,                0.39445,                0.90118,                0.83813,                0.83158,                0.84374,                0.76371,                 0.4822,                0.60061,                0.92181,              0.0002576,              0.0002576,              0.0002576
                    179,                0.45453,                0.38085,                0.88901,                0.83199,                0.84033,                0.84165,                0.76218,                0.48343,                0.63006,                0.92336,              0.0002477,              0.0002477,              0.0002477
                    180,                0.44582,                0.39819,                0.90467,                0.81362,                0.83778,                0.83862,                0.75789,                0.48194,                0.60928,                 0.9234,              0.0002378,              0.0002378,              0.0002378
                    181,                0.45633,                0.39954,                0.89887,                0.81733,                0.84242,                0.84075,                0.75831,                 0.4799,                0.60747,                0.91816,              0.0002279,              0.0002279,              0.0002279
                    182,                0.46884,                0.40246,                0.91143,                0.81291,                0.84949,                0.83943,                0.75738,                0.47842,                0.66381,                0.92101,               0.000218,               0.000218,               0.000218
                    183,                0.45769,                0.40374,                0.89836,                0.83079,                0.83636,                0.84492,                0.76316,                0.47574,                0.63892,                0.91761,              0.0002081,              0.0002081,              0.0002081
                    184,                0.46578,                0.40924,                0.90804,                0.83196,                0.84018,                0.85105,                0.76895,                0.47758,                0.59243,                0.91701,              0.0001982,              0.0001982,              0.0001982
                    185,                0.45161,                0.39334,                0.89735,                0.83679,                0.83898,                0.84373,                0.76024,                0.47652,                0.59651,                0.91774,              0.0001883,              0.0001883,              0.0001883
                    186,                0.44929,                0.38488,                0.89203,                0.79569,                0.85455,                0.83342,                0.75338,                0.47729,                0.66892,                0.91961,              0.0001784,              0.0001784,              0.0001784
                    187,                0.46907,                0.40527,                0.90999,                0.79193,                0.86566,                0.83754,                0.75753,                0.47694,                0.64488,                0.91827,              0.0001685,              0.0001685,              0.0001685
                    188,                0.45048,                0.38493,                 0.9049,                0.81984,                0.84242,                0.84408,                0.76047,                0.48079,                0.61233,                0.91984,              0.0001586,              0.0001586,              0.0001586
                    189,                0.45317,                0.39261,                0.90178,                0.82526,                0.84915,                0.84593,                 0.7641,                0.48032,                 0.6039,                0.91975,              0.0001487,              0.0001487,              0.0001487
                    190,                0.45143,                0.38271,                0.90307,                0.82722,                0.83838,                0.84279,                0.76372,                0.47576,                0.63226,                0.91764,              0.0001388,              0.0001388,              0.0001388
                    191,                0.39973,                0.37091,                0.86711,                0.82652,                0.83535,                0.83938,                0.75529,                 0.4865,                0.64432,                0.92391,              0.0001289,              0.0001289,              0.0001289
                    192,                0.39024,                0.35064,                 0.8603,                 0.8262,                0.84242,                 0.8362,                0.75073,                0.48952,                 0.6324,                 0.9292,               0.000119,               0.000119,               0.000119
                    193,                0.40293,                0.35533,                0.87777,                0.82397,                0.84343,                0.83748,                0.75076,                0.49301,                0.62272,                0.93362,              0.0001091,              0.0001091,              0.0001091
                    194,                0.38296,                0.32846,                0.86349,                0.81977,                0.84848,                0.83947,                0.75272,                0.48991,                0.61005,                0.93216,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.39003,                0.33347,                0.86441,                0.82938,                0.83469,                0.83473,                0.74945,                0.48681,                0.62478,                0.92949,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.37567,                0.32058,                0.85557,                0.83071,                0.83131,                0.83469,                0.74895,                0.48755,                0.64641,                0.93089,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.39669,                 0.3303,                0.86093,                0.82697,                0.83517,                0.83442,                0.75034,                0.48906,                0.64941,                0.93258,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.38365,                0.32816,                0.85274,                0.82236,                 0.8303,                0.83213,                  0.749,                 0.4882,                0.65198,                0.93171,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.38342,                0.32068,                0.86337,                0.80132,                0.85455,                 0.8315,                 0.7483,                0.48663,                0.66301,                0.92993,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.37958,                0.30585,                0.85992,                0.80472,                0.85354,                0.83317,                0.74981,                0.48682,                0.66997,                 0.9312,               3.98e-05,               3.98e-05,               3.98e-05
